Cre12g5045,XP_001702223.2,100.000,152,0,0,1,152,1,152,1.87e-100,295,100.00
Cre12g5045,XP_001691007.1,99.346,153,0,1,1,152,1,153,1.46e-98,290,99.35
Cre12g5045,XP_001700461.1,98.693,153,1,1,1,152,1,153,5.81e-98,289,98.69
Cre12g5045,XP_042914553.1,98.039,153,2,1,1,152,1,153,6.21e-97,286,98.04
Cre12g5045,XP_001700403.1,98.039,153,2,1,1,152,1,153,6.42e-97,286,98.04
Cre12g5045,KAG2438010.1,98.039,153,2,1,1,152,1,153,7.01e-97,286,98.69
Cre12g5045,XP_001691693.1,98.039,153,2,1,1,152,1,153,7.09e-97,286,98.04
Cre12g5045,XP_001691162.1,98.039,153,2,1,1,152,1,153,9.74e-97,286,98.04
Cre12g5045,XP_042914596.1,97.386,153,3,1,1,152,1,153,1.32e-96,285,98.04
Cre12g5045,KAG2438629.1,97.386,153,3,1,1,152,1,153,2.89e-96,285,98.69
Cre12g5045,XP_001696283.1,97.386,153,3,1,1,152,1,153,3.05e-96,285,98.04
Cre12g5045,KAG2438093.1,97.386,153,3,1,1,152,1,153,3.05e-96,285,98.04
Cre12g5045,XP_001690668.1,97.386,153,3,1,1,152,1,153,3.26e-96,285,97.39
Cre12g5045,KAG2438081.1,97.386,153,3,1,1,152,1,153,3.37e-96,285,98.69
Cre12g5045,KAG2437989.1,97.386,153,3,1,1,152,1,153,3.63e-96,284,98.04
Cre12g5045,XP_001696245.1,97.386,153,3,1,1,152,1,153,4.15e-96,284,97.39
Cre12g5045,XP_001696556.1,97.386,153,3,1,1,152,1,153,5.64e-96,284,98.04
Cre12g5045,KAG2450609.1,97.386,153,3,1,1,152,1,153,9.87e-96,283,98.04
Cre12g5045,XP_001691541.1,96.732,153,4,1,1,152,1,153,1.23e-95,283,97.39
Cre12g5045,KAG2445866.1,97.386,153,3,1,1,152,1,153,1.55e-95,283,98.04
Cre12g5045,KAG2439434.1,96.732,153,4,1,1,152,1,153,2.17e-95,282,97.39
Cre12g5045,P50565.3,96.732,153,4,1,1,152,1,153,3.93e-95,282,96.73
Cre12g5045,KAG2450678.1,96.732,153,4,1,1,152,1,153,6.96e-95,281,97.39
Cre12g5045,KAG2439465.1,96.078,153,5,1,1,152,1,153,9.88e-95,281,96.73
Cre12g5045,KAG2445251.1,97.403,154,2,2,1,152,1,154,2.20e-94,280,97.40
Cre12g5045,KAG2435544.1,96.753,154,3,2,1,152,1,154,9.08e-94,278,97.40
Cre12g5045,KAG2435530.1,96.732,153,3,2,1,152,1,152,9.67e-94,278,97.39
Cre12g5045,KAG2439496.1,95.425,153,6,1,1,152,1,153,1.13e-93,278,96.08
Cre12g5045,KAG2439445.1,96.104,154,4,2,1,152,1,154,2.00e-93,277,96.75
Cre12g5045,KAG2438005.1,97.987,149,2,1,5,152,42,190,4.57e-93,278,98.66
Cre12g5045,KAG2445838.1,96.711,152,4,1,2,152,141,292,4.67e-93,281,97.37
Cre12g5045,KAG2435528.1,96.078,153,4,2,1,152,1,152,8.68e-93,276,96.73
Cre12g5045,KAG2445243.1,96.104,154,4,2,1,152,1,154,1.06e-92,276,96.75
Cre12g5045,KAG2445236.1,96.104,154,4,2,1,152,1,154,1.38e-92,275,96.75
Cre12g5045,XP_001693722.1,94.268,157,3,3,1,152,1,156,7.91e-92,273,94.90
Cre12g5045,P54345.3,93.631,157,4,3,1,152,1,156,3.88e-91,272,94.27
Cre12g5045,KAG2445284.1,95.455,154,2,3,1,152,1,151,1.85e-90,270,95.45
Cre12g5045,KAG2435539.1,96.000,150,4,2,4,152,3,151,2.94e-90,269,96.67
Cre12g5045,KAG2439382.1,97.710,131,2,1,23,152,4,134,1.67e-81,246,98.47
Cre12g5045,GIL89451.1,79.085,153,25,5,1,151,1,148,1.61e-63,202,84.97
Cre12g5045,GIM16277.1,79.085,153,25,5,1,151,25,172,3.85e-63,201,84.97
Cre12g5045,XP_002947412.1,78.481,158,25,3,1,151,1,156,9.35e-62,197,82.28
Cre12g5045,GLC68395.1,76.923,156,25,3,4,151,3,155,2.13e-61,196,79.49
Cre12g5045,XP_002947842.1,81.290,155,23,2,1,151,1,153,2.32e-61,196,84.52
Cre12g5045,XP_006418979.1,71.711,152,40,2,1,151,1,150,3.59e-60,193,82.24
Cre12g5045,CAA7032135.1,75.000,152,34,3,1,151,1,149,5.16e-60,193,82.89
Cre12g5045,XP_042923653.1,99.074,108,1,0,45,152,30,137,7.06e-60,192,99.07
Cre12g5045,NP_190184.1,73.684,152,36,3,1,151,1,149,1.10e-59,192,83.55
Cre12g5045,KAG2443308.1,100.000,93,0,0,60,152,63,155,1.28e-59,192,100.00
Cre12g5045,KAG2443300.1,100.000,93,0,0,60,152,63,155,1.33e-59,192,100.00
Cre12g5045,XP_006292858.1,73.684,152,36,3,1,151,1,149,1.35e-59,192,83.55
Cre12g5045,XP_006400898.1,73.684,152,36,3,1,151,1,149,1.38e-59,192,82.89
Cre12g5045,XP_010503210.1,73.026,152,37,3,1,151,1,149,2.85e-59,191,83.55
Cre12g5045,XP_001693071.1,98.925,93,1,0,60,152,63,155,2.97e-59,191,100.00
Cre12g5045,XP_001692948.1,98.925,93,1,0,60,152,63,155,3.61e-59,191,100.00
Cre12g5045,KXZ46583.1,73.750,160,33,1,1,151,1,160,3.64e-59,191,78.75
Cre12g5045,KAG2443393.1,98.925,93,1,0,60,152,63,155,4.60e-59,191,100.00
Cre12g5045,KAG2443384.1,98.925,93,1,0,60,152,63,155,5.24e-59,191,100.00
Cre12g5045,XP_031486703.1,71.711,152,41,2,1,151,1,151,6.12e-59,190,82.89
Cre12g5045,KXZ55940.1,75.776,161,29,2,1,151,1,161,1.19e-58,190,78.26
Cre12g5045,GIL84859.1,88.596,114,9,1,42,151,42,155,1.23e-58,189,88.60
Cre12g5045,KXZ55913.1,74.534,161,31,2,1,151,1,161,3.96e-58,188,77.02
Cre12g5045,KXZ55928.1,74.534,161,31,2,1,151,1,161,4.36e-58,188,77.02
Cre12g5045,KXZ40845.1,73.750,160,33,1,1,151,1,160,4.93e-58,188,78.75
Cre12g5045,XP_002948276.1,74.026,154,37,2,1,151,1,154,5.52e-58,188,78.57
Cre12g5045,XP_002948133.1,80.263,152,25,2,4,151,3,153,7.84e-58,187,84.87
Cre12g5045,GIL69993.1,77.707,157,29,2,1,151,1,157,1.49e-57,187,80.89
Cre12g5045,GIL70001.1,78.344,157,28,2,1,151,1,157,1.49e-57,187,81.53
Cre12g5045,XP_002951705.1,82.482,137,19,2,20,151,19,155,1.88e-57,186,84.67
Cre12g5045,GIL53517.1,76.774,155,32,1,1,151,3,157,2.19e-57,186,78.71
Cre12g5045,XP_002955481.1,98.889,90,1,0,63,152,67,156,2.73e-57,186,98.89
Cre12g5045,GIL90230.1,75.949,158,32,2,1,152,1,158,3.14e-57,186,81.01
Cre12g5045,GIL79797.1,98.889,90,1,0,63,152,69,158,3.66e-57,186,98.89
Cre12g5045,GIM08406.1,98.889,90,1,0,63,152,70,159,3.82e-57,186,98.89
Cre12g5045,PNH10799.1,92.233,103,8,0,49,151,57,159,4.21e-57,186,94.17
Cre12g5045,GIL79771.1,98.889,90,1,0,63,152,67,156,5.09e-57,186,98.89
Cre12g5045,GIL52520.1,100.000,89,0,0,63,151,71,159,5.60e-57,186,100.00
Cre12g5045,KXZ50460.1,72.500,160,35,2,1,151,1,160,6.24e-57,186,78.12
Cre12g5045,KXZ40831.1,73.125,160,34,1,1,151,1,160,6.38e-57,185,78.12
Cre12g5045,XP_002956800.1,73.548,155,36,3,1,151,1,154,6.55e-57,185,77.42
Cre12g5045,GLC44706.1,100.000,89,0,0,63,151,80,168,6.62e-57,186,100.00
Cre12g5045,GLC54820.1,100.000,89,0,0,63,151,65,153,6.62e-57,185,100.00
Cre12g5045,GLC70951.1,75.949,158,31,2,1,151,14,171,7.36e-57,186,77.85
Cre12g5045,GLC49647.1,100.000,89,0,0,63,151,64,152,7.90e-57,185,100.00
Cre12g5045,PNH00081.1,100.000,89,0,0,63,151,62,150,8.63e-57,185,100.00
Cre12g5045,GIL52639.1,98.889,90,1,0,63,152,70,159,8.68e-57,185,98.89
Cre12g5045,GIL70221.1,100.000,89,0,0,63,151,69,157,8.87e-57,185,100.00
Cre12g5045,KXZ41897.1,70.186,161,37,2,1,151,1,160,9.66e-57,185,73.91
Cre12g5045,XP_015630475.1,71.429,140,33,2,12,151,19,151,1.05e-56,184,85.00
Cre12g5045,KXZ52023.1,100.000,89,0,0,63,151,73,161,1.08e-56,185,100.00
Cre12g5045,KXZ52004.1,100.000,89,0,0,63,151,73,161,1.08e-56,185,100.00
Cre12g5045,XP_002946194.1,100.000,89,0,0,63,151,72,160,1.09e-56,185,100.00
Cre12g5045,PNH00335.1,100.000,89,0,0,63,151,70,158,1.10e-56,185,100.00
Cre12g5045,KXZ50877.1,100.000,89,0,0,63,151,64,152,1.11e-56,184,100.00
Cre12g5045,XP_002946193.1,100.000,89,0,0,63,151,70,158,1.12e-56,185,100.00
Cre12g5045,PNH07167.1,100.000,89,0,0,63,151,70,158,1.12e-56,185,100.00
Cre12g5045,PNH11545.1,100.000,89,0,0,63,151,72,160,1.19e-56,185,100.00
